Condition,Time,N,mean,sd
"Control_L5_plus",552,24,-0.117935188114643,0.901877284049988
"Control_L5_plus",556,24,-0.0820038542151451,0.926359415054321
"Control_L5_plus",560,24,-0.0507303737103939,0.950352847576141
"Control_L5_plus",564,24,-0.0251077767461538,0.970893383026123
"Control_L5_plus",568,24,-0.00591382011771202,0.984876275062561
"Control_L5_plus",572,24,0.00640910817310214,0.989642441272736
"Control_L5_plus",576,24,0.0117576355114579,0.98357230424881
"Control_L5_plus",580,24,0.0103815197944641,0.9665167927742
"Control_L5_plus",584,24,0.00280245090834796,0.940213739871979
"Control_L5_plus",588,24,-0.0101378252729774,0.908362925052643
"Control_L5_plus",592,24,-0.0272943172603846,0.876551151275635
"Control_L5_plus",596,24,-0.0474179871380329,0.851636707782745
"Control_L5_plus",600,24,-0.0691734924912453,0.840119421482086
"Control_L5_plus",604,24,-0.0912201702594757,0.846143901348114
"Control_L5_plus",608,24,-0.112321794033051,0.869859516620636
"Control_L5_plus",612,24,-0.131425991654396,0.907226741313934
"Control_L5_plus",616,24,-0.14772193133831,0.95149689912796
"Control_L5_plus",620,24,-0.160686358809471,0.995129942893982
"Control_L5_plus",624,24,-0.170107379555702,1.03128266334534
"Control_L5_plus",628,24,-0.176048561930656,1.05473339557648
"Control_L5_plus",632,24,-0.178882837295532,1.06222999095917
"Control_L5_plus",636,24,-0.179176688194275,1.05255663394928
"Control_L5_plus",640,24,-0.177614688873291,1.02657699584961
"Control_L5_plus",644,24,-0.174999237060547,0.987089037895203
"Control_L5_plus",648,24,-0.172078132629395,0.938560009002686
"Control_L5_plus",652,24,-0.169522747397423,0.886928796768188
"Control_L5_plus",656,24,-0.167870804667473,0.83898788690567
"Control_L5_plus",660,24,-0.167440995573998,0.801410138607025
"Control_L5_plus",664,24,-0.168299213051796,0.779284954071045
"Control_L5_plus",668,24,-0.17022792994976,0.774526178836823
"Control_L5_plus",672,24,-0.172794818878174,0.785384833812714
"Control_L5_plus",676,24,-0.175400242209435,0.807220816612244
"Control_L5_plus",680,24,-0.17732198536396,0.834114670753479
"Control_L5_plus",684,24,-0.177738174796104,0.86032909154892
"Control_L5_plus",688,24,-0.175833448767662,0.881283104419708
"Control_L5_plus",692,24,-0.170920118689537,0.893925368785858
"Control_L5_plus",696,24,-0.162423893809319,0.896737337112427
"Control_L5_plus",700,24,-0.149937435984612,0.88978236913681
"Control_L5_plus",704,24,-0.133333161473274,0.874689936637878
"Control_L5_plus",708,24,-0.112791359424591,0.85447371006012
"Control_L5_plus",712,24,-0.088701419532299,0.833334565162659
"Control_L5_plus",716,24,-0.0617286078631878,0.815971612930298
"Control_L5_plus",720,24,-0.0327759273350239,0.806711912155151
"Control_L5_plus",724,24,-0.00279397773556411,0.808076024055481
"Control_L5_plus",728,24,0.0271302163600922,0.819793403148651
"Control_L5_plus",732,24,0.0558512024581432,0.838918149471283
"Control_L5_plus",736,24,0.0823610201478004,0.860619962215424
"Control_L5_plus",740,24,0.105748437345028,0.879575848579407
"Control_L5_plus",744,24,0.125254586338997,0.89119565486908
"Control_L5_plus",748,24,0.140339240431786,0.892674624919891
"Control_L5_plus",752,24,0.150685533881187,0.883464813232422
"Control_L5_plus",756,24,0.156203076243401,0.865408003330231
"Control_L5_plus",760,24,0.157039180397987,0.84261828660965
"Control_L5_plus",764,24,0.153500273823738,0.820750892162323
"Control_L5_plus",768,24,0.146018385887146,0.805678308010101
"Control_L5_plus",772,24,0.135160073637962,0.801645457744598
"Control_L5_plus",776,24,0.121519707143307,0.809637486934662
"Control_L5_plus",780,24,0.105653174221516,0.8270143866539
"Control_L5_plus",784,24,0.0880862101912498,0.848614811897278
"Control_L5_plus",788,24,0.069279246032238,0.868641257286072
"Control_L5_plus",792,24,0.0495773367583752,0.882348954677582
"Control_L5_plus",796,24,0.029195761308074,0.887111127376556
