Condition,Time,ID,amp
"Control_Crr_plus",356,1,-0.803471148014069
"Control_Crr_plus",360,1,-0.829131960868835
"Control_Crr_plus",364,1,-0.864023923873901
"Control_Crr_plus",368,1,-0.903948545455933
"Control_Crr_plus",372,1,-0.943925321102142
"Control_Crr_plus",376,1,-0.97799813747406
"Control_Crr_plus",380,1,-0.999819874763489
"Control_Crr_plus",384,1,-1.00369787216187
"Control_Crr_plus",388,1,-0.984730243682861
"Control_Crr_plus",392,1,-0.939237713813782
"Control_Crr_plus",396,1,-0.865041017532349
"Control_Crr_plus",400,1,-0.76226794719696
"Control_Crr_plus",404,1,-0.632660627365112
"Control_Crr_plus",408,1,-0.479838669300079
"Control_Crr_plus",412,1,-0.309404790401459
"Control_Crr_plus",416,1,-0.127728760242462
"Control_Crr_plus",420,1,0.0576108023524284
"Control_Crr_plus",424,1,0.238863855600357
"Control_Crr_plus",428,1,0.40841144323349
"Control_Crr_plus",432,1,0.559140622615814
"Control_Crr_plus",436,1,0.685625314712524
"Control_Crr_plus",440,1,0.783546090126038
"Control_Crr_plus",444,1,0.850380659103394
"Control_Crr_plus",448,1,0.885637521743774
"Control_Crr_plus",452,1,0.890513837337494
"Control_Crr_plus",456,1,0.868224918842316
"Control_Crr_plus",460,1,0.823195576667786
"Control_Crr_plus",464,1,0.760846614837646
"Control_Crr_plus",468,1,0.687382996082306
"Control_Crr_plus",472,1,0.60889595746994
"Control_Crr_plus",476,1,0.531219482421875
"Control_Crr_plus",480,1,0.459784656763077
"Control_Crr_plus",484,1,0.398206949234009
"Control_Crr_plus",488,1,0.349066883325577
"Control_Crr_plus",492,1,0.313559800386429
"Control_Crr_plus",496,1,0.290850430727005
"Control_Crr_plus",500,1,0.279083758592606
"Control_Crr_plus",504,1,0.275230675935745
"Control_Crr_plus",508,1,0.275150030851364
"Control_Crr_plus",512,1,0.27438360452652
"Control_Crr_plus",516,1,0.268539875745773
"Control_Crr_plus",520,1,0.253262877464294
"Control_Crr_plus",524,1,0.225325763225555
"Control_Crr_plus",528,1,0.182750046253204
"Control_Crr_plus",532,1,0.124423488974571
"Control_Crr_plus",536,1,0.05116942897439
"Control_Crr_plus",540,1,-0.0346602946519852
"Control_Crr_plus",544,1,-0.129708841443062
"Control_Crr_plus",548,1,-0.229199379682541
"Control_Crr_plus",552,1,-0.327688246965408
"Control_Crr_plus",556,1,-0.419430464506149
"Control_Crr_plus",560,1,-0.498663693666458
"Control_Crr_plus",564,1,-0.560323357582092
"Control_Crr_plus",568,1,-0.600082457065582
"Control_Crr_plus",572,1,-0.615155518054962
"Control_Crr_plus",576,1,-0.604261815547943
"Control_Crr_plus",580,1,-0.567530393600464
"Control_Crr_plus",584,1,-0.507300913333893
"Control_Crr_plus",588,1,-0.427477061748505
"Control_Crr_plus",592,1,-0.333257406949997
"Control_Crr_plus",596,1,-0.231111824512482
"Control_Crr_plus",600,1,-0.128127351403236
"Control_Crr_plus",604,1,-0.0317902565002441
"Control_Crr_plus",608,1,0.0508779771625996
"Control_Crr_plus",612,1,0.113444469869137
"Control_Crr_plus",616,1,0.150887086987495
"Control_Crr_plus",620,1,0.160063609480858
"Control_Crr_plus",624,1,0.139133721590042
"Control_Crr_plus",628,1,0.0887408182024956
"Control_Crr_plus",632,1,0.0115995751693845
"Control_Crr_plus",636,1,-0.0880487263202667
"Control_Crr_plus",640,1,-0.203744471073151
"Control_Crr_plus",644,1,-0.328015059232712
"Control_Crr_plus",648,1,-0.45244762301445
"Control_Crr_plus",652,1,-0.567941725254059
"Control_Crr_plus",656,1,-0.666127741336823
"Control_Crr_plus",660,1,-0.73930561542511
"Control_Crr_plus",664,1,-0.780767321586609
"Control_Crr_plus",668,1,-0.785704553127289
"Control_Crr_plus",672,1,-0.751321196556091
"Control_Crr_plus",676,1,-0.677011728286743
"Control_Crr_plus",680,1,-0.564571261405945
"Control_Crr_plus",684,1,-0.418108135461807
"Control_Crr_plus",688,1,-0.243611887097359
"Control_Crr_plus",692,1,-0.049244437366724
"Control_Crr_plus",696,1,0.155472591519356
"Control_Crr_plus",700,1,0.360787034034729
"Control_Crr_plus",704,1,0.556121349334717
"Control_Crr_plus",708,1,0.731223523616791
"Control_Crr_plus",712,1,0.877106666564941
"Control_Crr_plus",716,1,0.985905051231384
"Control_Crr_plus",720,1,1.05160808563232
"Control_Crr_plus",724,1,1.07041192054749
"Control_Crr_plus",728,1,1.04074048995972
"Control_Crr_plus",732,1,0.963818073272705
"Control_Crr_plus",736,1,0.843101024627686
"Control_Crr_plus",740,1,0.68394547700882
"Control_Crr_plus",744,1,0.493956297636032
"Control_Crr_plus",748,1,0.282051652669907
"Control_Crr_plus",752,1,0.0582793168723583
"Control_Crr_plus",756,1,-0.16697858273983
"Control_Crr_plus",760,1,-0.383506834506989
"Control_Crr_plus",764,1,-0.581693232059479
"Control_Crr_plus",768,1,-0.753017783164978
"Control_Crr_plus",772,1,-0.890548348426819
"Control_Crr_plus",776,1,-0.989485204219818
"Control_Crr_plus",780,1,-1.04663491249084
"Control_Crr_plus",784,1,-1.06104838848114
"Control_Crr_plus",788,1,-1.03427648544312
"Control_Crr_plus",792,1,-0.969308972358704
"Control_Crr_plus",796,1,-0.871094465255737
"Control_Crr_plus",-200,2,-0.283285319805145
"Control_Crr_plus",-196,2,-0.0495655201375484
"Control_Crr_plus",-192,2,0.144929245114326
"Control_Crr_plus",-188,2,0.293105155229568
"Control_Crr_plus",-184,2,0.391083776950836
"Control_Crr_plus",-180,2,0.438081651926041
"Control_Crr_plus",-176,2,0.437667101621628
"Control_Crr_plus",-172,2,0.396288484334946
"Control_Crr_plus",-168,2,0.322715669870377
"Control_Crr_plus",-164,2,0.227135539054871
"Control_Crr_plus",-160,2,0.120233073830605
"Control_Crr_plus",-156,2,0.0130361001938581
"Control_Crr_plus",-152,2,-0.0850942209362984
"Control_Crr_plus",-148,2,-0.167035013437271
"Control_Crr_plus",-144,2,-0.227484539151192
"Control_Crr_plus",-140,2,-0.263858586549759
"Control_Crr_plus",-136,2,-0.276785433292389
"Control_Crr_plus",-132,2,-0.269324123859406
"Control_Crr_plus",-128,2,-0.245863199234009
"Control_Crr_plus",-124,2,-0.212909027934074
"Control_Crr_plus",-120,2,-0.177514627575874
"Control_Crr_plus",-116,2,-0.146275237202644
"Control_Crr_plus",-112,2,-0.125287681818008
"Control_Crr_plus",-108,2,-0.118744246661663
"Control_Crr_plus",-104,2,-0.128870725631714
"Control_Crr_plus",-100,2,-0.155597895383835
"Control_Crr_plus",-96,2,-0.196279123425484
"Control_Crr_plus",-92,2,-0.246608227491379
"Control_Crr_plus",-88,2,-0.30028036236763
"Control_Crr_plus",-84,2,-0.350154161453247
"Control_Crr_plus",-80,2,-0.38908663392067
"Control_Crr_plus",-76,2,-0.409836620092392
"Control_Crr_plus",-72,2,-0.406744360923767
"Control_Crr_plus",-68,2,-0.37626850605011
"Control_Crr_plus",-64,2,-0.316988050937653
"Control_Crr_plus",-60,2,-0.230519905686378
"Control_Crr_plus",-56,2,-0.121463358402252
"Control_Crr_plus",-52,2,0.00320517434738576
"Control_Crr_plus",-48,2,0.13463482260704
"Control_Crr_plus",-44,2,0.262365013360977
"Control_Crr_plus",-40,2,0.375615566968918
"Control_Crr_plus",-36,2,0.463996052742004
"Control_Crr_plus",-32,2,0.518473505973816
"Control_Crr_plus",-28,2,0.5323446393013
"Control_Crr_plus",-24,2,0.502281904220581
"Control_Crr_plus",-20,2,0.427986949682236
"Control_Crr_plus",-16,2,0.312481075525284
"Control_Crr_plus",-12,2,0.163194864988327
"Control_Crr_plus",-8,2,-0.00961787533015013
"Control_Crr_plus",-4,2,-0.19351302087307
"Control_Crr_plus",0,2,-0.374399602413177
"Control_Crr_plus",4,2,-0.537950575351715
"Control_Crr_plus",8,2,-0.670449674129486
"Control_Crr_plus",12,2,-0.760417759418488
"Control_Crr_plus",16,2,-0.799162149429321
"Control_Crr_plus",20,2,-0.781431257724762
"Control_Crr_plus",24,2,-0.706442058086395
"Control_Crr_plus",28,2,-0.577927649021149
"Control_Crr_plus",32,2,-0.404020249843597
"Control_Crr_plus",36,2,-0.196452111005783
"Control_Crr_plus",40,2,0.0297122579067945
"Control_Crr_plus",44,2,0.257401019334793
"Control_Crr_plus",48,2,0.469083189964294
"Control_Crr_plus",52,2,0.647003710269928
"Control_Crr_plus",56,2,0.775533735752106
"Control_Crr_plus",60,2,0.842568755149841
"Control_Crr_plus",64,2,0.839604377746582
"Control_Crr_plus",68,2,0.762899279594421
"Control_Crr_plus",72,2,0.613531112670898
"Control_Crr_plus",76,2,0.39810237288475
"Control_Crr_plus",80,2,0.127676039934158
"Control_Crr_plus",84,2,-0.182813391089439
"Control_Crr_plus",88,2,-0.515155494213104
"Control_Crr_plus",92,2,-0.849863111972809
"Control_Crr_plus",96,2,-1.16671669483185
"Control_Crr_plus",100,2,-1.44649016857147
"Control_Crr_plus",104,2,-1.67241036891937
"Control_Crr_plus",108,2,-1.83118069171906
"Control_Crr_plus",112,2,-1.91379547119141
"Control_Crr_plus",116,2,-1.91604578495026
"Control_Crr_plus",120,2,-1.8392745256424
"Control_Crr_plus",124,2,-1.68979012966156
"Control_Crr_plus",128,2,-1.47835946083069
"Control_Crr_plus",132,2,-1.21909594535828
"Control_Crr_plus",136,2,-0.928814888000488
"Control_Crr_plus",140,2,-0.626152992248535
"Control_Crr_plus",144,2,-0.329616546630859
"Control_Crr_plus",148,2,-0.0564715452492237
"Control_Crr_plus",152,2,0.178293198347092
"Control_Crr_plus",156,2,0.362449139356613
"Control_Crr_plus",160,2,0.487966775894165
"Control_Crr_plus",164,2,0.551465928554535
"Control_Crr_plus",168,2,0.553883969783783
"Control_Crr_plus",172,2,0.500418663024902
"Control_Crr_plus",176,2,0.399745464324951
"Control_Crr_plus",180,2,0.26380980014801
"Control_Crr_plus",184,2,0.106107510626316
"Control_Crr_plus",188,2,-0.058690257370472
"Control_Crr_plus",192,2,-0.215839669108391
"Control_Crr_plus",196,2,-0.35234934091568
"Control_Crr_plus",200,2,-0.457015067338943
"Control_Crr_plus",204,2,-0.521847367286682
"Control_Crr_plus",208,2,-0.542138755321503
"Control_Crr_plus",212,2,-0.516883194446564
"Control_Crr_plus",216,2,-0.448972851037979
"Control_Crr_plus",220,2,-0.344204306602478
"Control_Crr_plus",224,2,-0.211113810539246
"Control_Crr_plus",228,2,-0.0606520473957062
"Control_Crr_plus",232,2,0.0953852459788322
"Control_Crr_plus",236,2,0.245262280106544
"Control_Crr_plus",240,2,0.377493917942047
"Control_Crr_plus",244,2,0.482210427522659
"Control_Crr_plus",248,2,0.551849901676178
"Control_Crr_plus",252,2,0.581440925598145
"Control_Crr_plus",256,2,0.568944931030273
"Control_Crr_plus",260,2,0.515888035297394
"Control_Crr_plus",264,2,0.426649779081345
"Control_Crr_plus",268,2,0.308179408311844
"Control_Crr_plus",272,2,0.169393301010132
"Control_Crr_plus",276,2,0.0206145420670509
"Control_Crr_plus",280,2,-0.127521499991417
"Control_Crr_plus",284,2,-0.264330893754959
"Control_Crr_plus",288,2,-0.379999339580536
"Control_Crr_plus",292,2,-0.467362463474274
"Control_Crr_plus",296,2,-0.520973980426788
"Control_Crr_plus",300,2,-0.537822604179382
"Control_Crr_plus",304,2,-0.518619239330292
"Control_Crr_plus",308,2,-0.466365873813629
"Control_Crr_plus",312,2,-0.386356323957443
"Control_Crr_plus",316,2,-0.2863450050354
"Control_Crr_plus",320,2,-0.175606489181519
"Control_Crr_plus",324,2,-0.064000591635704
"Control_Crr_plus",328,2,0.038590781390667
"Control_Crr_plus",332,2,0.122700445353985
"Control_Crr_plus",336,2,0.180422127246857
"Control_Crr_plus",340,2,0.205861210823059
"Control_Crr_plus",344,2,0.195288822054863
"Control_Crr_plus",348,2,0.147742450237274
"Control_Crr_plus",352,2,0.0649330094456673
"Control_Crr_plus",356,2,-0.0490688681602478
"Control_Crr_plus",360,2,-0.18790028989315
"Control_Crr_plus",364,2,-0.343676209449768
"Control_Crr_plus",368,2,-0.507571220397949
"Control_Crr_plus",372,2,-0.670155227184296
"Control_Crr_plus",376,2,-0.82154780626297
"Control_Crr_plus",380,2,-0.953133344650269
"Control_Crr_plus",384,2,-1.05824220180511
"Control_Crr_plus",388,2,-1.13142144680023
"Control_Crr_plus",392,2,-1.16967880725861
"Control_Crr_plus",396,2,-1.17240941524506
"Control_Crr_plus",400,2,-1.14175796508789
"Control_Crr_plus",404,2,-1.08154201507568
"Control_Crr_plus",408,2,-0.997242093086243
"Control_Crr_plus",412,2,-0.896110236644745
"Control_Crr_plus",416,2,-0.785170137882233
"Control_Crr_plus",420,2,-0.671713531017303
"Control_Crr_plus",424,2,-0.562723577022552
"Control_Crr_plus",428,2,-0.464094161987305
"Control_Crr_plus",432,2,-0.379926830530167
"Control_Crr_plus",436,2,-0.312252551317215
"Control_Crr_plus",440,2,-0.262008219957352
"Control_Crr_plus",444,2,-0.227661624550819
"Control_Crr_plus",448,2,-0.205771192908287
"Control_Crr_plus",452,2,-0.192061081528664
"Control_Crr_plus",456,2,-0.180331349372864
"Control_Crr_plus",460,2,-0.164676427841187
"Control_Crr_plus",464,2,-0.139526784420013
"Control_Crr_plus",468,2,-0.100050017237663
"Control_Crr_plus",472,2,-0.0426473170518875
"Control_Crr_plus",476,2,0.0348488278687
"Control_Crr_plus",480,2,0.132473737001419
"Control_Crr_plus",484,2,0.248278498649597
"Control_Crr_plus",488,2,0.378073245286942
"Control_Crr_plus",492,2,0.515657603740692
"Control_Crr_plus",496,2,0.653656959533691
"Control_Crr_plus",500,2,0.783303797245026
"Control_Crr_plus",504,2,0.895597517490387
"Control_Crr_plus",508,2,0.982225656509399
"Control_Crr_plus",512,2,1.03538048267365
"Control_Crr_plus",516,2,1.04884779453278
"Control_Crr_plus",520,2,1.01810967922211
"Control_Crr_plus",524,2,0.941340267658234
"Control_Crr_plus",528,2,0.819770812988281
"Control_Crr_plus",532,2,0.656550109386444
"Control_Crr_plus",536,2,0.457836836576462
"Control_Crr_plus",540,2,0.232455387711525
"Control_Crr_plus",544,2,-0.00947385840117931
"Control_Crr_plus",548,2,-0.256411522626877
"Control_Crr_plus",552,2,-0.496592879295349
"Control_Crr_plus",556,2,-0.718786358833313
"Control_Crr_plus",560,2,-0.912488996982574
"Control_Crr_plus",564,2,-1.06899273395538
"Control_Crr_plus",568,2,-1.18147933483124
"Control_Crr_plus",572,2,-1.24655878543854
"Control_Crr_plus",576,2,-1.26347494125366
"Control_Crr_plus",580,2,-1.23364472389221
"Control_Crr_plus",584,2,-1.16239356994629
"Control_Crr_plus",588,2,-1.05745208263397
"Control_Crr_plus",592,2,-0.927734553813934
"Control_Crr_plus",596,2,-0.784301102161407
"Control_Crr_plus",600,2,-0.638597071170807
"Control_Crr_plus",604,2,-0.501729428768158
"Control_Crr_plus",608,2,-0.384598255157471
"Control_Crr_plus",612,2,-0.296257674694061
"Control_Crr_plus",616,2,-0.243101045489311
"Control_Crr_plus",620,2,-0.229001507163048
"Control_Crr_plus",624,2,-0.255479574203491
"Control_Crr_plus",628,2,-0.320265412330627
"Control_Crr_plus",632,2,-0.418355286121368
"Control_Crr_plus",636,2,-0.54284930229187
"Control_Crr_plus",640,2,-0.683722853660584
"Control_Crr_plus",644,2,-0.830055236816406
"Control_Crr_plus",648,2,-0.970140874385834
"Control_Crr_plus",652,2,-1.09193694591522
"Control_Crr_plus",656,2,-1.18490397930145
"Control_Crr_plus",660,2,-1.23956108093262
"Control_Crr_plus",664,2,-1.24868845939636
"Control_Crr_plus",668,2,-1.20799493789673
"Control_Crr_plus",672,2,-1.11542344093323
"Control_Crr_plus",676,2,-0.973046839237213
"Control_Crr_plus",680,2,-0.785833239555359
"Control_Crr_plus",684,2,-0.560829401016235
"Control_Crr_plus",688,2,-0.307535529136658
"Control_Crr_plus",692,2,-0.0375092662870884
"Control_Crr_plus",696,2,0.236974000930786
"Control_Crr_plus",700,2,0.504066586494446
"Control_Crr_plus",704,2,0.751327276229858
"Control_Crr_plus",708,2,0.968116104602814
"Control_Crr_plus",712,2,1.14586687088013
"Control_Crr_plus",716,2,1.27774846553802
"Control_Crr_plus",720,2,1.35997116565704
"Control_Crr_plus",724,2,1.39110863208771
"Control_Crr_plus",728,2,1.37249767780304
"Control_Crr_plus",732,2,1.3080780506134
"Control_Crr_plus",736,2,1.20342290401459
"Control_Crr_plus",740,2,1.06607270240784
"Control_Crr_plus",744,2,0.904310166835785
"Control_Crr_plus",748,2,0.726652503013611
"Control_Crr_plus",752,2,0.541960120201111
"Control_Crr_plus",756,2,0.357952952384949
"Control_Crr_plus",760,2,0.180828437209129
"Control_Crr_plus",764,2,0.015652047470212
"Control_Crr_plus",768,2,-0.133738070726395
"Control_Crr_plus",772,2,-0.26575642824173
"Control_Crr_plus",776,2,-0.380137741565704
"Control_Crr_plus",780,2,-0.477568179368973
"Control_Crr_plus",784,2,-0.56017404794693
"Control_Crr_plus",788,2,-0.630172669887543
"Control_Crr_plus",792,2,-0.689677357673645
"Control_Crr_plus",796,2,-0.741154551506042
"Control_Crr_plus",-200,3,-0.64202606678009
"Control_Crr_plus",-196,3,-0.51932430267334
"Control_Crr_plus",-192,3,-0.396583616733551
"Control_Crr_plus",-188,3,-0.277368396520615
"Control_Crr_plus",-184,3,-0.165413156151772
"Control_Crr_plus",-180,3,-0.064489908516407
"Control_Crr_plus",-176,3,0.0223960299044847
"Control_Crr_plus",-172,3,0.0928017869591713
"Control_Crr_plus",-168,3,0.145301520824432
"Control_Crr_plus",-164,3,0.179563343524933
"Control_Crr_plus",-160,3,0.196220368146896
"Control_Crr_plus",-156,3,0.197181031107903
"Control_Crr_plus",-152,3,0.185366123914719
"Control_Crr_plus",-148,3,0.164438650012016
"Control_Crr_plus",-144,3,0.138519942760468
"Control_Crr_plus",-140,3,0.111965321004391
"Control_Crr_plus",-136,3,0.0887818783521652
"Control_Crr_plus",-132,3,0.0722980350255966
"Control_Crr_plus",-128,3,0.0650123506784439
"Control_Crr_plus",-124,3,0.0679288953542709
"Control_Crr_plus",-120,3,0.0808220505714417
"Control_Crr_plus",-116,3,0.102223232388496
"Control_Crr_plus",-112,3,0.12921179831028
"Control_Crr_plus",-108,3,0.158052191138268
"Control_Crr_plus",-104,3,0.184352934360504
"Control_Crr_plus",-100,3,0.203518688678741
"Control_Crr_plus",-96,3,0.211544826626778
"Control_Crr_plus",-92,3,0.205074340105057
"Control_Crr_plus",-88,3,0.181939482688904
"Control_Crr_plus",-84,3,0.14164599776268
"Control_Crr_plus",-80,3,0.0852190405130386
"Control_Crr_plus",-76,3,0.0155574232339859
"Control_Crr_plus",-72,3,-0.0629269257187843
"Control_Crr_plus",-68,3,-0.144557118415833
"Control_Crr_plus",-64,3,-0.222778141498566
"Control_Crr_plus",-60,3,-0.291145533323288
"Control_Crr_plus",-56,3,-0.343419164419174
"Control_Crr_plus",-52,3,-0.37437105178833
"Control_Crr_plus",-48,3,-0.380337595939636
"Control_Crr_plus",-44,3,-0.359486639499664
"Control_Crr_plus",-40,3,-0.312347769737244
"Control_Crr_plus",-36,3,-0.241668701171875
"Control_Crr_plus",-32,3,-0.152005210518837
"Control_Crr_plus",-28,3,-0.0498074367642403
"Control_Crr_plus",-24,3,0.0572110377252102
"Control_Crr_plus",-20,3,0.160776257514954
"Control_Crr_plus",-16,3,0.2529416680336
"Control_Crr_plus",-12,3,0.326711624860764
"Control_Crr_plus",-8,3,0.376474142074585
"Control_Crr_plus",-4,3,0.399005323648453
"Control_Crr_plus",0,3,0.393441170454025
"Control_Crr_plus",4,3,0.361474364995956
"Control_Crr_plus",8,3,0.307377368211746
"Control_Crr_plus",12,3,0.237513452768326
"Control_Crr_plus",16,3,0.159923687577248
"Control_Crr_plus",20,3,0.0833574458956718
"Control_Crr_plus",24,3,0.0165011323988438
"Control_Crr_plus",28,3,-0.0328779220581055
"Control_Crr_plus",32,3,-0.059072483330965
"Control_Crr_plus",36,3,-0.0588460303843021
"Control_Crr_plus",40,3,-0.032013263553381
"Control_Crr_plus",44,3,0.0181480553001165
"Control_Crr_plus",48,3,0.0849094837903976
"Control_Crr_plus",52,3,0.158795118331909
"Control_Crr_plus",56,3,0.227842733263969
"Control_Crr_plus",60,3,0.278912156820297
"Control_Crr_plus",64,3,0.298724055290222
"Control_Crr_plus",68,3,0.274622708559036
"Control_Crr_plus",72,3,0.196554511785507
"Control_Crr_plus",76,3,0.057752039283514
"Control_Crr_plus",80,3,-0.144490227103233
"Control_Crr_plus",84,3,-0.407875806093216
"Control_Crr_plus",88,3,-0.725082039833069
"Control_Crr_plus",92,3,-1.08379220962524
"Control_Crr_plus",96,3,-1.46700143814087
"Control_Crr_plus",100,3,-1.85416352748871
"Control_Crr_plus",104,3,-2.22256326675415
"Control_Crr_plus",108,3,-2.54870748519897
"Control_Crr_plus",112,3,-2.80981993675232
"Control_Crr_plus",116,3,-2.98534846305847
"Control_Crr_plus",120,3,-3.05878615379334
"Control_Crr_plus",124,3,-3.01881957054138
"Control_Crr_plus",128,3,-2.86019682884216
"Control_Crr_plus",132,3,-2.58442544937134
